APA Tenant,HasPay,Segment,Industry,Sub Industry,ERP,Medius Territory,Sum of Employees,Capture License Type,Sum of APA License utilization,AP Automation,Sum of ACV (USD),Sum of Number of Locations,ActivatedModules,ActiveSubsidiaries,ActiveUsers,AvgCommentsPerDocument,AvgCompletedTasksPerWeek,AvgInvoicesPerMonth,AvgLinesPerInvoice,AvgOverdueDays,DistinctLanguages,AvgTimeToCompleteTask,TotalArchivedInvoices,OverdueInvoiceCount,MinInvoiceDate,RootCompanyCreatedTimestamp,Account Description
aquador,0,Mid-Market,Manufacturing - Non-Durables,Food & Beverage,MS Dynamics NAV,Medius Denmark,61.0,Medius Capture,76.0,True,9915.95,1.0,10,2,185,1.496221662,1395.129629,673.923076,1.289251417,25.548956,4,3.696527,7658,1869,3/8/2016 7:50,11/5/2015 6:27,Aqua d'Or naturligt mineralvand er filtreret gennem 300 års rejse gennem dansk natur. Vores vand er tappet direkte fra Aqua d'Or kilden 160m under den jyske hede. Vandet er let mineralholdigt og pH-neutralt.
aramark,0,Enterprise,Leisure,Food Service,Oracle EBS,Medius UK,262550.0,Medius Capture,14.0,True,167459.18,18.0,13,3,85,1.395995551,1857.081081,655.666666,3.794122672,36.233114,1,2.132515,4835,1673,7/4/2024 13:19,9/12/2023 10:03,"Aramark Northern Europe is a service and solutions company providing clients with food, facilities management, property services, and retail solutions. They are based in Dublin, Ireland."
arcticpaper,0,Mid-Market,Manufacturing - Non-Durables,Pulp & Paper,Oracle JD Edwards EnterpriseOne,Medius Sweden,1500.0,Medius Capture,77.0,True,62226.37,4.0,7,7,265,1.805255311,4228.629629,1954.76923,2.706735585,14.546605,4,1.575108,23930,1738,2/13/2021 12:45,4/21/2020 8:56,"Arctic Paper S.A., together with its subsidiaries, produces and sells paper for printing houses, paper distributors, book and magazine publishing houses, and the advertising industries in Poland, Germany, France, the United Kingdom, Scandinavia, other We"
arlaplast,0,Mid-Market,Manufacturing - Non-Durables,"Plastic, Packaging & Containers",Jeeves,Medius Sweden,252.0,Medius Capture,85.0,True,15719.51,2.0,6,2,49,1.349869452,1058.055555,398.307692,1.803574898,7.010169,2,1.218594,5159,295,2/14/2022 9:10,11/11/2021 8:24,"Arla Plast is a company that manufactures plastics products offering opaque, transparent, coated and film, and multi-wall plastic products. Arla Plast is located in Sweden"
arlon,0,Mid-Market,Manufacturing - Non-Durables,"Plastic, Packaging & Containers",SAP,Medius North America,872.0,Medius Capture,85.0,True,21854.04,9.0,6,4,64,2.17816092,1851.981481,847.384615,1.934107076,26.01125,1,1.365984,8598,1600,6/14/2021 20:42,1/27/2021 16:27,"Arlon Graphics 200 Boysenberry Lane Placentia, CA 92870 US  "
arqdesign,0,Mid-Market,Construction,"Architecture, Engineering & Design",Monitor,Medius Sweden,69.0,Medius Capture,20.0,True,4989.6,3.0,8,2,44,1.5,894.6,209.5,4.167064439,5.0,2,0.657334,379,6,2/6/2025 7:38,1/23/2025 11:38,"VISION Glas r Arqdesigns storsljare, ett designat glasrcke dr allt överflödigt som skruvar, popnitar och vertikala glasprofiler r avskalat. En premiumprodukt för arkitekten som vill ha det lilla extra. P VISION Glas kan glasbekldnaden placeras p utsidan"
array,0,Mid-Market,Manufacturing - Non-Durables,Building Materials,SAP S/4 HANA,Medius North America,975.0,Medius Capture,3.0,True,59985.0,4.0,9,2,102,1.211640212,2215.75,718.5,1.736256089,13.285714,1,1.10389,470,35,2/14/2025 20:37,7/2/2024 21:06,"Array Technologies is a manufacturer of ground-mounting systems used in solar energy projects. Their principal product is an integrated system of steel supports, electric motors, gearboxes and electronic controllers commonly referred to as a single-axis"
arrow,0,Enterprise,Wholesale,Consumer Electronics & Computers Retail,MS Dynamics,Medius North America,22100.0,Medius Capture,81.0,True,177000.0,15.0,7,16,521,1.791961847,34870.63158,16349.8,2.556442305,39.358326,1,2.56162,67813,5068,11/5/2024 9:28,5/29/2024 9:05,"Arrow Electronics, Inc. provides products, services, and solutions to industrial and commercial users of electronic components and enterprise computing solutions worldwide. The company operates in two segments, Global Components and Global Enterprise Com"
arteco,0,Mid-Market,Manufacturing - Non-Durables,Chemicals & Related Products,SAP,Medius Benelux,74.0,Medius Capture,27.0,True,12387.58,3.0,6,2,53,1.741901776,525.833333,240.384615,1.150576606,21.508828,1,2.723743,2610,623,4/11/2023 11:04,10/12/2021 9:23,ARTECO develops and manufactures quality antifreeze coolants and heat transfer fluids for automotive and industrial applications. We offer innovative aqueous solutions to provide efficient thermal transfer and corrosion protection for your cooling system
artivion,1,Mid-Market,Manufacturing - Non-Durables,Medical Devices & Equipment,MS Dynamics 365 Business Central; SAP,Medius North America,665.0,Medius Capture,60.0,True,153608.04,15.0,15,15,482,1.950242718,7205.685185,3468.615384,2.14173099,40.811515,5,1.427782,35883,11237,3/30/2022 10:12,10/21/2021 15:40,"$300 M CryoLife 
 1100 employees -------------------------- CryoLife, Inc. is a medical device ma"
artooling,0,Mid-Market,Manufacturing - Non-Durables,Motor Vehicles,MS Dynamics AX,Medius Benelux,212.0,Medius Capture,79.0,True,15866.88,3.0,6,5,28,1.861944778,2059.283018,988.384615,1.759012069,21.618497,2,1.989113,11756,1038,12/2/2021 7:56,6/17/2021 12:14,"The ART Group is an international company that offers total solutions for high-end stamping dies and moulds. In recent years, we have expanded from being a toolmaker to become a process supplier. We control the entire product creation process and can adv"
arvidnordquist,0,Mid-Market,Manufacturing - Non-Durables,Food & Beverage,SAP,Medius Sweden,323.0,Medius Capture,99.0,True,36535.21,1.0,7,7,218,1.651180723,5263.796296,2404.0,1.773769004,24.310846,3,1.731494,29637,3780,9/1/2022 8:45,11/19/2021 12:18,"Arvid Nordquist is a company that operates in the Food & Beverages industry. It employs 251-500 people and has $25M-$50M of revenue. The company is headquartered in Solna, Stockholm, Sweden."
asb,0,Mid-Market,Retail,Textiles & Apparel,Infor SyteLine,Medius North America,969.0,Medius Capture,59.0,True,65993.04,2.0,6,5,130,1.472979215,4428.314814,1878.0,2.603725977,45.334197,3,1.118298,23221,3085,10/6/2020 13:32,8/7/2020 9:24,"Augusta Sportswear Brands is a designer, manufacturer, and marketer of innovative high-performance activewear and spiritwear for teams, coaches, athletes, and fans. Together the five brands-Augusta Sportswear, Holloway, Russell Athletic and High Five - c"
asicsasia,0,Enterprise,Retail,Apparel & Accessories Retail,Oracle NetSuite,Medius Australia,8927.0,Medius Capture,62.0,True,33177.45,8.0,8,4,171,1.133271202,2525.648148,1067.076923,5.275843882,23.335603,2,1.72761,12742,3084,9/29/2020 1:29,3/3/2020 10:56,"ASICS, founded in 1949 and headquartered in Kobe, Japan, is a corporation that produces footwear and sports equipment designed for a wide range of sports."
askalon,0,Mid-Market,Real Estate / Property Management,'-,Visma Business,Medius Sweden,102.0,Medius Capture,98.0,True,8721.03,1.0,7,4,57,1.237716425,1869.74074,775.384615,1.958571,17.977272,4,1.150273,9755,396,11/6/2023 8:20,10/9/2023 11:42,"Askalon offer the process industry a streamlined collaboration on service and maintenance of valves, at customer site as well as in any of our workshops. We work in the entire process industry."
asmfoods,1,Mid-Market,Manufacturing - Non-Durables,Food & Beverage,MS Dynamics AX,Medius Sweden,26.0,Medius Capture,68.0,True,24725.27,1.0,10,2,52,1.210982659,1331.185185,555.307692,1.711164029,12.456,3,1.064117,6924,250,3/3/2017 7:42,8/9/2016 7:10,"ASM Foods AB is a company that operates in the Food & Beverages industry. It employs 21-50 people and has $1M-$5M of revenue. The company is headquartered in Mjolby, OEstergoetland, Sweden."
aspia,0,Mid-Market,Professional Services,Accounting Services,Oracle NetSuite,Medius Sweden,1295.0,'-,67.0,False,0.0,1.0,5,3,2020,1.383825598,2323.814814,1060.615384,1.099641525,12.104032,4,2.399151,13253,1711,4/17/2020 11:44,4/14/2020 7:24,"Aspia is one of the leading companies in accounting, payroll and related advisory services with 71 offices and approximately 1,100 employees across Sweden. Aspia, which previosuly operated as a separate division within PwC Sweden, supports over 27,000 sm"
assaabloyes,0,Mid-Market,'-,'-,Epicor iScala,Medius Sweden,288.0,'-,67.0,True,7012.03,2.0,9,4,171,1.589646465,1199.037735,458.153846,2.442791955,23.847133,4,2.207118,5890,314,6/18/2019 7:55,4/1/2019 7:30,'-
assaabloyes,0,Mid-Market,Manufacturing - Non-Durables,Building Materials,Epicor iScala,Medius Norway,261.0,Medius Capture,39.0,False,0.0,1.0,9,4,171,1.589646465,1199.037735,458.153846,2.442791955,23.847133,4,2.207118,5890,314,6/18/2019 7:55,4/1/2019 7:30,"Assa Abloy is a company that operates in the Building Materials industry. It employs 251-500 people and has $10M-$25M of revenue. The company is headquartered in Oslo, Norway."
assaabloyesd,0,Mid-Market,Real Estate / Property Management,'-,Infor M3,Medius Sweden,17.0,Medius Capture,85.0,True,27531.7,1.0,7,6,154,1.674135723,2595.777777,1044.692307,1.348607976,10.109271,3,0.912536,12738,5738,3/1/2021 12:12,11/26/2020 7:36,"Normstahl is a company that operates in the Real Estate industry. It employs 11-20 people and has $1M-$5M of revenue. The company is headquartered in Kahla, Thuringia, Germany."
atla,0,Mid-Market,Consumer Products,'-,Custom ERP,Medius Sweden,12.0,Medius Capture,92.0,True,17688.32,1.0,8,2,22,1.530796391,1968.777777,1108.384615,6.240331107,8.052631,2,1.043006,14128,95,10/5/2020 7:08,3/13/2020 16:13,"Autotjänst-Laitis Ab is a company that operates in the Consumer Services industry. It employs 11-20 people and has $1M-$5M of revenue. The company is headquartered in OEstersund, Jaemtland, Sweden."
atlasantibodies,0,Mid-Market,Professional Services,Research & Development,MS Dynamics 365 for Fi&Op,Medius Sweden,76.0,Medius Capture,38.0,True,10558.42,1.0,7,2,74,1.377740304,410.574074,155.538461,1.209209209,15.33582,3,1.128823,1911,134,5/14/2019 7:48,12/17/2018 18:22,"Atlas Antibodies AB was founded in 2006 as a start-up from the Human Protein Atlas project and has over the last 15 years successfully launched more than 60,000 products for protein research. The company was founded by researchers at the Royal Institute"
atnorth,0,Mid-Market,Professional Services,Custom Software & IT Services,MS Dynamics 365 for Fi&Op,Medius Sweden,95.0,Medius Capture,13.0,True,25739.53,1.0,8,3,67,2.994845361,581.0,183.666666,1.153985507,11.884955,2,1.213169,394,113,1/7/2025 13:37,8/27/2024 14:59,"atNorth is a leading Nordic data center services company offering environmentally responsible, power-efficient, cost-optimized data center hosting facilities and high-performance computing services. atNorth offers sustainable, and extremely scalable HPC"
atosmedical,0,Mid-Market,Manufacturing - Durables,Medical Devices & Equipment,SAP,Medius Sweden,615.0,Medius Capture,42.0,True,55581.4,2.0,8,20,292,1.848557692,3676.037037,1643.76923,1.58121632,22.782991,7,2.052891,20594,5562,8/12/2020 11:24,4/3/2020 12:00,"Founded in 1986 and headquartered in New Berlin, Wisconsin, Atos Medical line of business includes the wholesale distribution of surgical and other medical instruments, apparatus, and equipment."
atoy,0,Mid-Market,'-,'-,IBS Enterprise / ASW,Medius Sweden,288.0,Medius Capture,90.0,True,68404.97,2.0,8,3,103,1.957544543,7032.944444,3544.076923,6.619068561,14.105375,3,1.731225,43474,4223,12/7/2023 8:34,9/28/2023 11:24,'-
attentec,0,Mid-Market,Professional Services,Custom Software & IT Services,Visma.net,Medius Sweden,30.0,Medius Capture,68.0,True,0.0,2.0,8,2,46,1.098039216,201.333333,75.923076,1.814891417,9.119402,2,0.700604,983,67,2/10/2020 12:20,10/21/2019 10:44,"Attentec AB is a company that operates in the Information Technology and Services industry. It employs 21-50 people and has $5M-$10M of revenue. The company is headquartered in Linkoping, OEstergoetland, Sweden."
auburn,0,Mid-Market,Manufacturing - Non-Durables,Motor Vehicles,Oracle NetSuite,Medius Sweden,15.0,Medius Capture,1.0,True,46270.6,3.0,7,3,24,1.378378378,121.833333,51.272727,3.478723404,30.302325,2,1.298008,536,43,5/31/2024 8:03,5/22/2024 9:03,"AD Sverige AB is a company that operates in the Automotive industry. It employs 21-50 people and has $10M-$25M of revenue. The company is headquartered in Varberg, Sweden."
aukblf,0,Mid-Market,Other,Non-Profit & Charitable Organizations,Sun Systems,Medius UK,106.0,Medius Capture,36.0,True,53515.48,1.0,9,2,274,2.009356725,502.148148,150.230769,1.013623978,49.441666,1,4.456029,1812,720,6/29/2021 9:57,3/19/2021 16:09,Asthma Uk And British Lung Foundation Partnership is a company that operates in the Nonprofit Organizations industry. It employs 101-250 people and has $5M-$10M of revenue. The company is headquartered in the United Kingdom.
auroraparts,1,Mid-Market,Manufacturing - Non-Durables,Automotive Parts,AS/400,Medius North America,226.0,Medius Capture,85.0,True,197232.96,3.0,13,2,127,1.99818722,21574.87037,11098.38462,3.158812237,19.650109,1,1.648117,138504,14153,2/18/2024 15:46,3/27/2023 20:47,"About Aurora Parts and Accessories: Aurora Parts & Accessories, LLC., is a single source OES provider of trailer parts. Aurora offers the largest, most in-depth line of high-quality trailer parts, container/chassis components, and truck body parts fo"
austingroup,0,Mid-Market,Retail,Apparel & Accessories Retail,Apparel21,Medius Australia,305.0,Medius Capture,50.0,True,22743.44,2.0,6,6,135,1.266666667,1201.212121,493.111111,1.854049177,18.2475,1,1.049225,4155,800,7/31/2024 2:16,4/10/2024 6:46,"Austin Group Inc is a company that operates in the Information Technology and Services industry. It employs 11-20 people and has $1M-$5M of revenue. The company is headquartered in Barrington, Illinois."
autronica,0,Mid-Market,Manufacturing - Non-Durables,Test & Measurement Equipment,Oracle JD Edwards EnterpriseOne,Medius Norway,78.0,Medius Capture,52.0,True,61364.46,2.0,10,3,241,1.744318182,3594.759259,1362.076923,1.844190141,39.047238,5,2.676795,15617,2625,2/1/2022 11:43,9/3/2019 12:59,"L�ngt projekt, live 2012-06, AD-gruppen fungerar bra men lite saker h�r och d�r som beh�ver ordnas. /Anders 2012-10-22 Integrationen m�ste vara anpassad till Norska momsregler. Supportavtale intressant, ta med Nina /Anders 2012-12-13"
avaloq,0,Mid-Market,Professional Services,Advertising & Marketing,SAP; SAP S/4 HANA,Medius Benelux,2010.0,Medius Capture,41.0,True,75639.1,3.0,8,13,2466,2.198240469,2163.642857,773.5,1.205577173,31.134567,1,1.419072,2303,810,12/9/2024 4:00,5/21/2024 15:38,"Founded in 1985, Avaloq is a Swiss-based provider of digital banking solutions, core banking software, and wealth management technology. The Company provides cloud computing solutions for banks and wealth managers. Avaloq is located in Switzerland"
avantstay,0,Mid-Market,Retail,Mobile App Development,Oracle NetSuite,Medius North America,400.0,'-,67.0,True,90177.96,3.0,11,2,350,1.078847612,3366.583333,1215.75,3.3500516,22.320939,1,0.706453,4197,3362,12/27/2024 18:49,11/22/2024 17:21,"AvantStay, Inc. provides a platform for short term rental properties geared towards group experiences. The company was founded in 2017 and is headquartered in Los Angeles, California."
avarn,0,Mid-Market,Professional Services,Security Products & Services,MS Dynamics 365 for Fi&Op; MS Dynamics AX,Medius Sweden,1179.0,Medius Capture,109.0,True,25598.29,1.0,7,7,178,1.486941507,3922.888888,1833.692307,1.929418693,8.291233,2,1.967095,22064,2407,11/8/2021 8:46,4/12/2021 9:39,"AVARN Security is a company that operates in the Security and Investigations industry. It employs 1,001-2,000 people and has $50M-$100M of revenue. The company is headquartered in Vantaa, Uusimaa, Finland."
avid,0,Mid-Market,Hospitals / Health Care,'-,Sage Intacct,Medius North America,127.0,Medius Capture,34.0,True,54484.44,3.0,12,3,175,1.415741675,1189.092592,446.461538,1.357258209,41.056291,1,4.938079,5529,1510,6/4/2015 16:27,2/16/2015 15:11,"Avid Radiopharmaceuticals is an American company, founded by Dr. Daniel Skovronsky, and based at the University City Science Center research campus in Philadelphia, Pennsylvania. The company has developed a radioactive tracer called florbetapir (18F). Fl"
